"Name","Color Identity","Times Seen","Times Picked","Pick Rate","Avg Pick Position","Wheel Count","P1P1 Count","Elo"
"Karlov of the Ghost Council","BW","2934","409","0.139","7.17","169","60","1224.836380433961"
"Selesnya Signet","GW","2758","384","0.139","7.18","136","0","1203.382921252547"
"Delver of Secrets","U","2825","391","0.138","7.23","156","30","1284.4144061645407"
"Street Wraith","B","2813","389","0.138","7.23","145","1","1295.4881398944592"
"Helm of the Host","","2742","379","0.138","7.23","143","0","1346.9562217122839"
"Soul's Attendant","W","2832","391","0.138","7.24","134","0","1313.4432847079222"
"Twinblade Geist","W","2912","402","0.138","7.24","140","0","1285.5227405789244"
"Skewer the Critics","R","3065","422","0.138","7.26","152","0","1300.6479363434169"
"Eladamri, Korvecdal","G","2799","385","0.138","7.27","136","7","1291.347383124085"
"Armix, Filigree Thrasher","B","2783","382","0.137","7.29","130","0","1259.6667779047623"
"Light Up the Stage","R","2894","397","0.137","7.29","139","0","1266.9847804737472"
"Lightning Axe","R","2851","391","0.137","7.29","134","0","1356.5541123870726"
"Killing Wave","B","2728","374","0.137","7.29","144","0","1257.2151101785403"
"Disdainful Stroke","U","2621","359","0.137","7.30","133","0","1312.5671102971885"
"Endurance","G","2746","376","0.137","7.30","145","0","1236.5564821544092"
"Scavenging Ooze","G","2779","380","0.137","7.31","146","0","1273.5968315488808"
"Traverse the Ulvenwald","G","2711","370","0.136","7.33","133","0","1293.9584785060608"
"Trading Post","","2768","377","0.136","7.34","133","0","1259.8247965258718"
"Mist Raven","U","3101","422","0.136","7.35","164","0","1329.1095620485864"
"Thespian's Stage","","2823","384","0.136","7.35","159","2","1294.2162250774268"
"Think Twice","U","2735","372","0.136","7.35","147","0","1334.0296353539195"
"Slayer of the Wicked","W","2949","401","0.136","7.35","146","0","1259.9163306945716"
"Sanctifier en-Vec","W","2700","367","0.136","7.36","139","0","1204.3882546818054"
"Sorcerous Spyglass","","2708","367","0.136","7.38","145","0","1179.9568458989181"
"Chrome Courier","UW","2962","400","0.135","7.41","155","0","1240.1287469738836"
"Arcane Sanctum","BUW","2934","396","0.135","7.41","142","0","1278.2041556843112"
"Abiding Grace","W","3048","411","0.135","7.42","167","0","1265.031324256518"
"Liliana's Triumph","B","2696","363","0.135","7.43","141","0","1343.3646309489623"
"Sulfur Falls","RU","3012","404","0.134","7.46","156","0","1280.0311507040124"
"Cloudshredder Sliver","RW","2871","385","0.134","7.46","172","26","1278.7400126218458"
"Unbreakable Formation","W","2821","378","0.134","7.46","147","0","1222.2932609907498"
"Ulamog, the Defiler","","2819","377","0.134","7.48","159","0","1354.0331657489082"
"Evolving Wilds","","2834","378","0.133","7.50","159","0","1363.8240691053645"
"Staff of Domination","","2940","392","0.133","7.50","160","0","1266.541206372898"
"Geralf's Messenger","B","2806","374","0.133","7.50","149","0","1202.992859437684"
"Nihil Spellbomb","B","2763","368","0.133","7.51","151","0","1236.9181934210105"
"Magmatic Sinkhole","R","2795","372","0.133","7.51","137","0","1305.5624902768827"
"Chaos Warp","R","2947","390","0.132","7.56","154","0","1269.5428465014245"
"Izzet Charm","RU","2748","363","0.132","7.57","142","0","1311.8407526479039"
"Whitemane Lion","W","3051","402","0.132","7.59","164","0","1205.0098144941978"
"Mortify","BW","2818","371","0.132","7.60","144","0","1226.6689101930901"
"Temple Garden","GW","2887","380","0.132","7.60","153","0","1322.1662206815681"
"Abundant Growth","G","2964","389","0.131","7.62","151","0","1289.015113541575"
"Valorous Stance","W","2952","386","0.131","7.65","161","0","1300.317645143878"
"Knight of the Reliquary","GW","2896","378","0.131","7.66","158","2","1234.8125944997257"
"The Gitrog Monster","BG","2965","387","0.131","7.66","157","27","1306.5502094741248"
"Supreme Verdict","UW","3022","394","0.130","7.67","176","3","1286.570832520681"
"Flare of Fortitude","W","2955","385","0.130","7.68","162","0","1163.8815276446826"
"Birthing Pod","G","2734","356","0.130","7.68","180","57","1326.546121466684"
"Lithoform Engine","","2796","364","0.130","7.68","156","0","1238.3371652509302"
"Wheel of Potential","R","3000","390","0.130","7.69","180","1","1267.1253023346833"
"Gray Merchant of Asphodel","B","2916","379","0.130","7.69","161","3","1291.959982939417"
"Ayula, Queen Among Bears","G","3006","390","0.130","7.71","196","41","1344.6421556541877"
"Hinterland Harbor","GU","2852","370","0.130","7.71","156","0","1225.3768179400352"
"Fetid Pools","BU","2907","377","0.130","7.71","155","0","1289.8548607069251"
"Ninja of the Deep Hours","U","2888","374","0.130","7.72","159","0","1260.8735087657644"
"Infernal Tutor","B","2907","376","0.129","7.73","186","12","1238.9013161312598"
"Force of Vigor","G","3078","398","0.129","7.73","164","0","1236.3864201200681"
"Isolated Chapel","BW","2871","371","0.129","7.74","160","0","1226.3676499903306"
"It That Heralds the End","","3128","404","0.129","7.74","177","0","1269.0949467550302"
"Silent Departure","U","3183","411","0.129","7.74","174","0","1303.193765568656"
"Vile Entomber","B","3061","395","0.129","7.75","167","0","1291.745433922525"
"Exquisite Firecraft","R","2992","386","0.129","7.75","160","0","1269.9834833137988"
"Chatterfang, Squirrel General","BG","2885","372","0.129","7.76","172","50","1327.7235375222663"
"Vandalblast","R","2917","376","0.129","7.76","148","0","1296.1234668368647"
"Veil of Summer","G","2841","366","0.129","7.76","161","0","1286.6746558333734"
"Mizzix's Mastery","R","2887","371","0.129","7.78","172","30","1300.5275932246357"
"Diregraf Colossus","B","3208","412","0.128","7.79","172","0","1213.8977761038127"
"Overgrown Tomb","BG","3123","401","0.128","7.79","170","0","1330.6203805987914"
"Reclamation Sage","G","2991","384","0.128","7.79","161","0","1284.958256766427"
"Mistvault Bridge","BU","2984","383","0.128","7.79","154","0","1229.3242066239247"
"Leyline of the Void","B","2978","382","0.128","7.80","176","0","1213.946389308799"
"Silas Renn, Seeker Adept","BU","2979","382","0.128","7.80","172","5","1221.7635044876006"
"Simic Guildgate","GU","2965","380","0.128","7.80","152","0","1185.6702385576873"
"Clifftop Retreat","RW","2932","375","0.128","7.82","149","0","1219.15424482856"
"Pashalik Mons","R","2925","374","0.128","7.82","170","1","1285.5644655242834"
"Thorn of Amethyst","","3185","406","0.127","7.84","182","0","1287.0649858257964"
"Svyelun of Sea and Sky","U","3155","402","0.127","7.85","192","9","1269.559435306272"
"Lava Spike","R","2983","380","0.127","7.85","159","0","1304.3774788971903"
"Wilderness Reclamation","G","2993","381","0.127","7.86","174","31","1299.9089340365078"
"Jace's Archivist","U","3118","396","0.127","7.87","187","8","1224.919465261938"
"Fleshbag Marauder","B","3000","381","0.127","7.87","164","0","1285.5663641737729"
"Faerie Seer","U","2915","370","0.127","7.88","163","0","1272.9218215109738"
"Bloodbraid Elf","GR","3089","392","0.127","7.88","195","43","1318.9591845445766"
"Unsubstantiate","U","2919","370","0.127","7.89","173","0","1322.2204613514148"
"Sanctum Prelate","W","2962","375","0.127","7.90","166","0","1177.3720297026223"
"Mogg War Marshal","R","2947","373","0.127","7.90","167","0","1288.1896450461622"
"Haakon, Stromgald Scourge","B","2829","358","0.127","7.90","162","8","1298.135322314327"
"Vault of Whispers","B","2945","372","0.126","7.92","160","0","1254.3277094621285"
"Sever the Bloodline","B","2940","371","0.126","7.92","159","0","1319.0470816517097"
"Feather, the Redeemed","RW","2925","369","0.126","7.93","173","41","1251.241306087848"
"Shadow of the Second Sun","U","3003","378","0.126","7.94","180","7","1301.5696457846886"
"Talisman of Unity","GW","3102","390","0.126","7.95","183","0","1200.5545961467872"
"Dovin's Veto","UW","3247","408","0.126","7.96","175","0","1217.6005759509153"
"Evolution Witness","G","3079","386","0.125","7.98","175","0","1353.4414891826636"
"Wilhelt, the Rotcleaver","BU","3255","408","0.125","7.98","183","25","1308.7081143247367"
"Ancient Den","W","3089","387","0.125","7.98","177","0","1182.6862164436218"
"Undead Augur","B","3085","386","0.125","7.99","164","0","1186.879316851242"
"Dreadbore","BR","2743","343","0.125","8.00","150","0","1289.2331901192663"
"Scorned Villager","G","2888","361","0.125","8.00","158","0","1405.7475866817997"
"Sylvan Scrying","G","3009","376","0.125","8.00","161","0","1248.9200565049823"
"Stitcher's Supplier","B","3094","386","0.125","8.02","175","0","1306.7405944066647"
"Yavimaya, Cradle of Growth","","3117","388","0.124","8.03","171","0","1333.3746769704937"
"Stomping Ground","GR","2917","362","0.124","8.06","177","0","1368.5383440803873"
"Dimir Guildgate","BU","3017","374","0.124","8.07","158","0","1200.4013161506755"
"Canyon Slough","BR","3157","391","0.124","8.07","186","0","1263.2488723714323"
"Darkblast","B","3069","380","0.124","8.08","180","0","1229.437774436424"
"Precursor Golem","","2979","368","0.124","8.10","177","0","1301.11998386666"
"Valduk, Keeper of the Flame","R","2928","361","0.123","8.11","161","0","1170.9692227417374"
"Edgar Markov","BRW","3084","380","0.123","8.12","194","21","1258.0236736833956"
"Shardless Agent","GU","3029","373","0.123","8.12","176","0","1237.5601532547785"
"Avacyn, Angel of Hope","W","3038","374","0.123","8.12","178","1","1276.6240493263883"
"Meteor Golem","","3170","390","0.123","8.13","182","0","1225.6117514053433"
"Izzet Guildgate","RU","3314","407","0.123","8.14","198","0","1223.73425872314"
"Consuming Corruption","B","3306","406","0.123","8.14","194","0","1235.3660000890463"
"Blasphemous Act","R","3087","379","0.123","8.15","176","0","1314.3813602518715"
"Liesa, Forgotten Archangel","BW","2967","364","0.123","8.15","172","2","1251.6680657366155"
"Jhoira, Weatherlight Captain","RU","3073","377","0.123","8.15","184","7","1252.769082032808"
"Seat of the Synod","U","3179","390","0.123","8.15","183","0","1276.839110324244"
"Tasigur, the Golden Fang","BGU","3001","368","0.123","8.15","176","0","1267.9898920594567"
"Inevitable Betrayal","U","2902","355","0.122","8.17","174","1","1261.7335724911898"
"Lotus Bloom","","2968","363","0.122","8.18","195","0","1396.7794739082872"
"Metalwork Colossus","","3133","383","0.122","8.18","183","0","1248.5181419608011"
"Burnished Hart","","3040","371","0.122","8.19","168","0","1325.6784368390024"
"Divine Visitation","W","3074","375","0.122","8.20","189","8","1249.7745299261483"
"Arena Rector","W","3329","406","0.122","8.20","205","4","1228.04121093125"
"Krenko's Command","R","3187","388","0.122","8.21","183","0","1240.2933485677445"
"Talisman of Resilience","BG","3270","398","0.122","8.22","205","0","1253.064697564596"
"Soul Snare","W","3109","378","0.122","8.22","181","0","1249.7519715522928"
"Ingenious Infiltrator","BU","3201","389","0.122","8.23","180","7","1184.8212393349058"
"Bruvac the Grandiloquent","U","3144","382","0.122","8.23","206","36","1349.7369547575572"
"Austere Command","W","3350","407","0.121","8.23","202","0","1282.1365804029947"
"Alesha, Who Smiles at Death","BRW","3227","392","0.121","8.23","181","0","1255.4067287771738"
"Smoldering Marsh","BR","3006","365","0.121","8.24","171","0","1264.3760762339348"
"Azorius Guildgate","UW","2876","349","0.121","8.24","160","0","1237.5303132565246"
"Ajani's Pridemate","W","3117","378","0.121","8.25","180","0","1263.3992235699568"
"Relentless Dead","B","3167","384","0.121","8.25","172","0","1255.523349175425"
"Deep Forest Hermit","G","3060","371","0.121","8.25","179","0","1240.9110673110276"
"Ruin Crab","U","3139","380","0.121","8.26","193","15","1269.7044399855176"
"Vindictive Vampire","B","2920","353","0.121","8.27","169","0","1243.562167030341"
"Necrogoyf","B","3284","397","0.121","8.27","193","0","1241.7998936814524"
"Etali, Primal Storm","R","3236","391","0.121","8.28","195","0","1269.48871974871"
"Imskir Iron-Eater","BR","3221","389","0.121","8.28","193","1","1209.766996570604"
"Niblis of the Urn","W","3173","382","0.120","8.31","178","0","1193.9160986821978"
"Nested Shambler","B","3266","393","0.120","8.31","189","0","1239.8532207862352"
"Dimir Aqueduct","BU","3015","361","0.120","8.35","173","0","1263.1870153016932"
"Tune the Narrative","U","3124","374","0.120","8.35","193","0","1350.8025488869753"
"Exotic Orchard","","3448","412","0.119","8.37","212","0","1379.992482364919"
"Subjugator Angel","W","3350","400","0.119","8.38","201","0","1130.2986150574864"
"Path of Ancestry","","3151","376","0.119","8.38","195","0","1442.9164357545342"
"Rest in Peace","W","3300","393","0.119","8.40","188","0","1219.5089256871502"
"Guttersnipe","R","3203","379","0.118","8.45","182","2","1312.273163414446"
"Tormod, the Desecrator","B","3094","366","0.118","8.45","172","0","1293.7384261902453"
"Blackblade Reforged","","3511","414","0.118","8.48","221","0","1227.2572996836998"
"Village Rites","B","3342","394","0.118","8.48","211","0","1262.069972333131"
"Laboratory Maniac","U","3242","382","0.118","8.49","206","13","1286.7694736666128"
"Guardian Project","G","3351","394","0.118","8.51","196","0","1353.462706064664"
"Charitable Levy","W","3269","384","0.117","8.51","198","0","1118.8307316724888"
"Temple of Enlightenment","UW","3160","371","0.117","8.52","191","0","1210.761302794703"
"Azorius Chancery","UW","3382","397","0.117","8.52","206","0","1230.5201472419237"
"Liliana's Standard Bearer","B","3331","391","0.117","8.52","185","0","1234.8362612945527"
"Spire of Industry","","3412","400","0.117","8.53","205","0","1297.0073357205033"
"Stonehorn Dignitary","W","3425","401","0.117","8.54","200","0","1222.3039361241645"
"Ecstatic Awakener","B","3189","373","0.117","8.55","187","0","1224.6989926226477"
"Plague Engineer","B","3434","401","0.117","8.56","210","0","1264.572725725028"
"Champion of the Perished","B","3186","372","0.117","8.56","188","0","1242.0664249495962"
"Flare of Duplication","R","3430","400","0.117","8.57","216","0","1228.4106368120247"
"Gather the Townsfolk","W","3276","382","0.117","8.58","202","0","1223.7612653352007"
"Astral Cornucopia","","3298","384","0.116","8.59","211","0","1304.365205019563"
"Stromkirk Occultist","R","3025","352","0.116","8.59","170","0","1242.713290138195"
"Conjurer's Closet","","3347","389","0.116","8.60","215","0","1253.570283296184"
"Territorial Kavu","GR","3275","380","0.116","8.62","185","10","1218.3134895548785"
"Drossforge Bridge","BR","3553","412","0.116","8.62","209","0","1259.6121982984002"
"Bottled Cloister","","2961","343","0.116","8.63","205","11","1200.5210438113834"
"Platinum Angel","","3505","406","0.116","8.63","220","0","1265.1512430138273"
"Darksteel Juggernaut","","3108","360","0.116","8.63","192","0","1256.9798659066587"
"Dramatic Reversal","U","3445","399","0.116","8.63","221","3","1382.4969888382195"
"Orzhov Basilica","BW","3416","395","0.116","8.65","204","0","1208.7648778636676"
"Angelic Purge","W","3261","377","0.116","8.65","195","0","1252.688404592002"
"Crumbling Necropolis","BRU","3384","391","0.116","8.65","208","0","1273.8786248436722"
"Hornet Queen","G","3365","388","0.115","8.67","193","0","1248.927340086525"
"Deadeye Navigator","U","3164","364","0.115","8.69","206","0","1248.8825716927715"
"Defile","B","3307","380","0.115","8.70","203","0","1225.166271784564"
"Spine of Ish Sah","","3230","371","0.115","8.71","202","0","1229.726794193364"
"Butcher Ghoul","B","3415","392","0.115","8.71","209","0","1221.7664186707052"
"Ancient Stirrings","G","3334","382","0.115","8.73","216","0","1277.111741039786"
"Unwinding Clock","","3222","369","0.115","8.73","201","0","1205.4940145458145"
"Lightning Mauler","R","3269","374","0.114","8.74","197","0","1232.9209384008425"
"Skullcrack","R","3265","373","0.114","8.75","194","0","1251.9722655719722"
"Acidic Slime","G","3407","389","0.114","8.76","195","0","1272.8890268683779"
"Ravenous Squirrel","BG","3469","396","0.114","8.76","216","0","1289.4490279463967"
"Cleaver Skaab","U","3468","395","0.114","8.78","217","0","1196.0639417823281"
"Kayla's Music Box","W","3479","396","0.114","8.79","228","1","1218.118569220587"
"Ashling, Flame Dancer","R","3119","355","0.114","8.79","202","9","1253.947414600155"
"Asylum Visitor","B","3282","373","0.114","8.80","195","0","1217.3305816445445"
"Filigree Attendant","U","3432","390","0.114","8.80","214","0","1267.1651467415093"
"Temple of Silence","BW","3542","402","0.113","8.81","222","0","1218.1199438826486"
"Aurelia, Exemplar of Justice","RW","3094","351","0.113","8.81","178","0","1261.844764877782"
"Jolrael, Mwonvuli Recluse","G","3394","385","0.113","8.82","196","4","1243.1001481809358"
"Telling Time","U","3598","408","0.113","8.82","227","0","1352.2620337832402"
"Blazing Rootwalla","R","3414","387","0.113","8.82","207","0","1254.6543632525465"
"Bedevil","BR","3224","365","0.113","8.83","194","0","1187.4381567453354"
"Orzhov Guildgate","BW","3475","393","0.113","8.84","223","0","1216.1349323475067"
"Lavinia, Azorius Renegade","UW","3521","398","0.113","8.85","218","0","1240.1716122537027"
"Scion of Draco","","3176","359","0.113","8.85","201","4","1245.51805776883"
"Semblance Anvil","","3523","398","0.113","8.85","235","1","1296.0186640079944"
"Ghoulish Procession","B","3475","392","0.113","8.86","220","0","1194.0165751453962"
"Eldritch Evolution","G","3369","380","0.113","8.87","198","0","1255.1491232322467"
"Izzet Boilerworks","RU","3174","357","0.112","8.89","195","0","1263.4893347558827"
"Somberwald Sage","G","3549","399","0.112","8.89","215","0","1304.6525626207008"
"Bedlam Reveler","R","3327","374","0.112","8.90","202","0","1242.614066894682"
"Mnemonic Sphere","U","3307","371","0.112","8.91","215","0","1255.6257921579504"
"Silverbluff Bridge","RU","3370","378","0.112","8.92","209","0","1255.3817589839505"
"Queen Kayla bin-Kroog","RW","3408","382","0.112","8.92","204","1","1139.9823535312146"
"Wire Surgeons","B","3357","376","0.112","8.93","235","22","1181.1185068217976"
"Sphinx's Revelation","UW","3423","383","0.112","8.94","217","0","1269.5228137807517"
"Temple of Deceit","BU","3556","397","0.112","8.96","223","0","1253.216374817442"
"Westvale Abbey","B","3476","388","0.112","8.96","231","0","1221.0106422261051"
"Vito, Thorn of the Dusk Rose","B","3235","361","0.112","8.96","210","1","1252.1705121367402"
"Chainer, Nightmare Adept","BR","3265","364","0.111","8.97","199","1","1246.9651896559724"
"Abrupt Decay","BG","3328","371","0.111","8.97","202","0","1240.3792884643242"
"Great Furnace","R","3364","375","0.111","8.97","213","0","1218.1967181484356"
"Thermo-Alchemist","R","3616","402","0.111","9.00","212","0","1261.6663604550852"
"Despark","BW","3322","369","0.111","9.00","218","0","1173.808555578581"
"Imprisoned in the Moon","U","3459","384","0.111","9.01","230","0","1292.0432860289175"
"Adaptive Automaton","","3243","360","0.111","9.01","215","0","1278.997682232222"
"Aetherize","U","3598","399","0.111","9.02","223","0","1272.5701218318839"
"Talrand, Sky Summoner","U","3473","385","0.111","9.02","216","3","1330.2379246572893"
"Hellkite Tyrant","R","3483","386","0.111","9.02","225","0","1301.4958409124652"
"Indomitable Archangel","W","3611","400","0.111","9.03","230","0","1179.935683508848"
"Massacre Girl","B","3323","368","0.111","9.03","214","0","1294.3110106816484"
"Rakdos Guildgate","BR","3553","393","0.111","9.04","219","0","1162.7151923758015"
"Harvester of Souls","B","3463","383","0.111","9.04","216","0","1257.3549631444089"
"Tajic, Legion's Edge","RW","3403","376","0.110","9.05","196","0","1203.208012741547"
"Fblthp, the Lost","U","3404","376","0.110","9.05","218","0","1295.2186381603171"
"Inspiring Statuary","","3261","360","0.110","9.06","214","0","1198.8499967859402"
"Archghoul of Thraben","B","3526","389","0.110","9.06","214","0","1196.3355050251607"
"Protean Hulk","G","3418","377","0.110","9.07","217","6","1296.132475452576"
"Changeling Outcast","B","3485","384","0.110","9.08","216","0","1225.5908632791798"
"Strionic Resonator","","3431","378","0.110","9.08","226","0","1335.6856317856052"
"Mycosynth Wellspring","","3415","376","0.110","9.08","240","0","1315.4382986461458"
"Leveler","","3269","359","0.110","9.11","242","7","1234.948945814164"
"Sharding Sphinx","U","3588","394","0.110","9.11","242","0","1304.879626409432"
"Shimmer Dragon","U","3425","376","0.110","9.11","217","0","1313.2497621616167"
"Beast Whisperer","G","3435","377","0.110","9.11","205","1","1325.1393210132446"
"Diregraf Captain","BU","3682","404","0.110","9.11","226","0","1174.6964250990595"
"Kozilek, the Broken Reality","","3355","368","0.110","9.12","233","0","1284.1954037873275"
"Elsewhere Flask","","3418","374","0.109","9.14","235","0","1317.8060299952813"
"Bound by Moonsilver","W","3521","385","0.109","9.15","227","0","1256.0966426479858"
"Rise from the Tides","U","3409","372","0.109","9.16","213","3","1291.8033603938106"
"Duskwatch Recruiter","G","3554","387","0.109","9.18","228","0","1257.6103386419334"
"Padeem, Consul of Innovation","U","3383","368","0.109","9.19","213","0","1253.3755823562358"
"Momentary Blink","UW","3684","400","0.109","9.21","224","0","1240.9616955844353"
"Panharmonicon","","3356","364","0.108","9.22","234","0","1276.621367890778"
"Sharuum the Hegemon","BUW","3468","376","0.108","9.22","221","0","1212.571393871057"
"Sigarda, Host of Herons","GW","3663","397","0.108","9.23","233","5","1242.7216042884825"
"Contagion Clasp","","3573","387","0.108","9.23","248","0","1214.3217698441445"
"Pontiff of Blight","B","3324","360","0.108","9.23","215","0","1208.379525583539"
"Glint Raker","U","3593","389","0.108","9.24","239","0","1225.801827031248"
"Costly Plunder","B","3449","373","0.108","9.25","232","0","1228.6519060124217"
"Anger of the Gods","R","3662","396","0.108","9.25","232","0","1248.6044905968145"
"Sanguine Bond","B","3594","388","0.108","9.26","236","0","1183.9239547724405"
"Keening Stone","","3748","404","0.108","9.28","259","2","1204.9561297562466"
"Sigil of the Empty Throne","W","3565","384","0.108","9.28","231","0","1251.931397786476"
"Dark Withering","B","3478","374","0.108","9.30","232","0","1237.2735937439509"
"Fleshtaker","BW","3447","370","0.107","9.32","221","0","1139.3551608911794"
"Ethereal Armor","W","3446","369","0.107","9.34","214","0","1214.944466561127"
"Diamond Lion","","3533","378","0.107","9.35","246","0","1316.034495425569"
"Intangible Virtue","W","3492","372","0.107","9.39","235","0","1197.5773916153253"
"Hollow One","","3625","386","0.106","9.39","254","0","1264.4571738184484"
"Muddle the Mixture","U","3361","357","0.106","9.41","227","0","1289.1413272196646"
"Blacksmith's Skill","W","3477","369","0.106","9.42","228","0","1173.0690387705554"
"Empty the Warrens","R","3741","397","0.106","9.42","241","3","1273.0194482636782"
"Marble Gargoyle","W","3713","394","0.106","9.42","240","1","1111.78823570368"
"Beast Within","G","3887","412","0.106","9.43","252","0","1247.3114574523447"
"Cultivator Colossus","G","3700","392","0.106","9.44","228","0","1271.5268665563099"
"Ethersworn Adjudicator","BUW","3541","375","0.106","9.44","236","0","1197.4323835615185"
"Wreck Hunter","B","3387","358","0.106","9.46","243","13","1187.83531576428"
"Consuming Aberration","BU","3587","379","0.106","9.46","235","0","1182.1664984596162"
"Phyrexian Rebirth","W","3570","377","0.106","9.47","260","0","1222.1535777419695"
"Terminal Agony","BR","3514","371","0.106","9.47","218","0","1211.371595550198"
"Lavabelly Sliver","RW","3429","362","0.106","9.47","235","9","1232.957386945278"
"Audacious Reshapers","R","3950","417","0.106","9.47","274","0","1168.7803751491958"
"Key to the City","","3718","392","0.105","9.48","258","0","1256.599167353128"
"Rally the Peasants","RW","3473","366","0.105","9.49","216","0","1150.8749010289005"
"Darksteel Citadel","","4099","430","0.105","9.53","265","0","1213.7664127978546"
"Arclight Phoenix","R","3650","382","0.105","9.55","235","17","1291.7733276370134"
"Chalice of Life","","3731","390","0.105","9.57","255","0","1214.325079931277"
"Ilharg, the Raze-Boar","R","3715","388","0.104","9.57","249","2","1320.0642879171428"
"Dragonlord Atarka","GR","3553","371","0.104","9.58","224","0","1226.341423134085"
"Molten Rain","R","3679","384","0.104","9.58","229","0","1258.075952175136"
"Mystic Sanctuary","U","3641","380","0.104","9.58","237","0","1300.563452270789"
"Frilled Mystic","GU","3651","381","0.104","9.58","216","0","1189.292236702722"
"Blood Mist","R","3766","393","0.104","9.58","252","0","1188.4157841189988"
"Bladestitched Skaab","BU","3827","399","0.104","9.59","238","0","1146.024546544447"
"Trygon Predator","GU","3417","356","0.104","9.60","218","0","1173.7466279346684"
"Vanquisher's Banner","","3636","378","0.104","9.62","264","0","1271.641539306845"
"Crippling Fear","B","3651","379","0.104","9.63","245","0","1271.5928614907764"
"Bident of Thassa","U","3594","373","0.104","9.64","243","0","1262.3411104231284"
"Boros Guildgate","RW","3807","395","0.104","9.64","251","0","1160.212590230684"
"Alela, Artful Provocateur","BUW","3788","393","0.104","9.64","263","15","1221.1933330225459"
"Bone Saw","","3464","359","0.104","9.65","236","0","1209.6189780865366"
"Arcades, the Strategist","GUW","3590","372","0.104","9.65","265","38","1176.9186449761219"
"Sliver Hive","","3573","370","0.104","9.66","262","10","1328.9989591495464"
"Cryptolith Rite","G","3720","385","0.103","9.66","244","7","1315.684006036504"
"Temple of Malice","BR","3811","394","0.103","9.67","246","0","1176.0093867498367"
"Temple of Epiphany","RU","3640","376","0.103","9.68","240","0","1210.6362665687166"
"Gisa's Bidding","B","3670","379","0.103","9.68","233","0","1171.3597751467241"
"Galvanic Iteration","RU","3627","374","0.103","9.70","227","0","1228.2576690009346"
"Essence Flux","U","3777","389","0.103","9.71","262","0","1218.0856174281068"
"Chord of Calling","G","3490","359","0.103","9.72","230","0","1197.1298026762863"
"Mausoleum Wanderer","U","3600","370","0.103","9.73","245","0","1268.9009152644753"
"Scattered Groves","GW","3836","394","0.103","9.74","246","0","1240.0844707643485"
"Utvara Hellkite","R","3421","351","0.103","9.75","227","0","1288.8437862015674"
"King of the Pride","W","3780","387","0.102","9.77","254","1","1218.419521783772"
"Tomb Tyrant","B","3941","403","0.102","9.78","269","0","1249.498962061191"
"Kalonian Hydra","G","3502","358","0.102","9.78","218","0","1343.8751152662896"
"Dauntless Cathar","W","3816","390","0.102","9.78","265","0","1134.3052395583413"
"Farid, Enterprising Salvager","R","3688","376","0.102","9.81","240","0","1249.7015095039944"
"Indulgent Aristocrat","B","3875","395","0.102","9.81","254","0","1164.4524100505407"
"Geth, Lord of the Vault","B","3869","394","0.102","9.82","273","0","1235.788679198526"
"Huntmaster of the Fells","GR","3786","385","0.102","9.83","246","0","1261.8927033365103"
"Sheltered Thicket","GR","3845","390","0.101","9.86","249","0","1293.3636887893292"
"Haunted Dead","B","3794","384","0.101","9.88","259","0","1242.6463666451434"
"Forbidden Alchemy","BU","3799","384","0.101","9.89","248","0","1239.0760526652778"
"Workshop Elders","U","3860","390","0.101","9.90","282","6","1287.8499954870167"
"Burning Vengeance","R","3748","378","0.101","9.92","248","29","1241.7103423634658"
"Brudiclad, Telchor Engineer","RU","3878","391","0.101","9.92","269","0","1231.8398644052818"
"Temur Battle Rage","R","3821","385","0.101","9.92","254","0","1261.7673128431613"
"Village Messenger","R","3710","373","0.101","9.95","245","0","1187.2855676703043"
"Stinkweed Imp","B","3771","379","0.101","9.95","254","0","1235.231296267704"
"Nature's Claim","G","3674","369","0.100","9.96","249","0","1158.696048788325"
"Scourge of Valkas","R","3761","377","0.100","9.98","264","13","1266.4536889620754"
"Step Through","U","4176","418","0.100","9.99","289","0","1270.1931944045232"
"Relentless Rats","B","3669","367","0.100","10.00","282","1","1185.7789673976022"
"Blast-Furnace Hellkite","R","3799","380","0.100","10.00","265","0","1206.1850043485447"
"Dimir House Guard","B","4052","405","0.100","10.00","290","0","1209.9853968065188"
"Underworld Connections","B","3969","396","0.100","10.02","259","0","1209.5330265385462"
"Oblivion Stone","","3617","360","0.100","10.05","259","0","1209.8279945439797"
"Psychosis Crawler","","4009","399","0.100","10.05","288","0","1194.3372248525025"
"Terisiare's Devastation","B","4073","404","0.099","10.08","291","0","1232.5572461968645"
"Rishkar's Expertise","G","3791","376","0.099","10.08","249","0","1254.1042014404436"
"Out of Time","W","3823","379","0.099","10.09","261","0","1187.5349236745417"
"Rakdos Carnarium","BR","3998","396","0.099","10.10","269","0","1192.6419631155736"
"Heartless Summoning","B","3979","394","0.099","10.10","282","14","1232.7164981846274"
"Wondrous Crucible","","3859","381","0.099","10.13","284","0","1248.2456608976788"
"Debt to the Deathless","BW","3510","346","0.099","10.14","251","0","1109.2897707638042"
"Lord of the Void","B","3516","346","0.098","10.16","253","0","1228.9078374483024"
"Phyrexian Crusader","B","4289","422","0.098","10.16","293","0","1200.2013404891723"
"Neheb, Dreadhorde Champion","R","3954","389","0.098","10.16","267","0","1257.5287747586747"
"Niv-Mizzet Reborn","BGRUW","4099","403","0.098","10.17","277","77","1215.4911801411347"
