"Name","Color Identity","Times Seen","Times Picked","Pick Rate","Avg Pick Position","Wheel Count","P1P1 Count","Elo"
"Young Wolf","G","4526","428","0.095","10.57","313","0","1203.0389372315053"
"Frazzled Editor","R","4464","422","0.095","10.58","329","0","1255.9054484771088"
"Dauthi Marauder","B","4497","425","0.095","10.58","324","0","1213.3440436925175"
"Izzet Boilerworks","RU","4502","425","0.094","10.59","317","0","1261.3849957583077"
"Cunning Sparkmage","R","4475","422","0.094","10.60","318","0","1215.0428176112357"
"Wall of Denial","UW","4609","432","0.094","10.67","320","0","1187.7053824041668"
"Izzet Chronarch","RU","4652","434","0.093","10.72","320","0","1133.399402344313"
"Dregscape Zombie","B","4516","421","0.093","10.73","318","0","1171.4090379478857"
"Peace Strider","","4465","416","0.093","10.73","337","0","1154.6403471901751"
"Sulfurous Blast","R","4622","427","0.092","10.82","333","0","1227.648857298859"
"Jwar Isle Refuge","BU","4699","434","0.092","10.83","316","0","1222.956004632724"
"Vampire Interloper","B","4663","430","0.092","10.84","322","0","1162.672015978126"
"Kiss of the Amesha","UW","4628","426","0.092","10.86","352","0","1089.963941036699"
"Tectonic Edge","","4564","420","0.092","10.87","350","0","1208.0012839007618"
"Wickerbough Elder","G","4402","405","0.092","10.87","294","0","1173.811151386255"
"Blind Hunter","BW","4610","423","0.092","10.90","308","0","1097.473587355516"
"Golgari Rot Farm","BG","4665","428","0.092","10.90","320","0","1216.1929732601188"
"Choking Sands","B","4688","430","0.092","10.90","334","0","1139.8626271227158"
"Vithian Stinger","R","4679","428","0.091","10.93","337","0","1243.084041952665"
"Flinthoof Boar","GR","4518","412","0.091","10.97","306","0","1153.5137895493501"
"Opportunity","U","4697","428","0.091","10.97","334","0","1231.8596396213386"
"Gelectrode","RU","4708","429","0.091","10.97","311","0","1199.5206555907378"
"Reckless Waif","R","4663","424","0.091","11.00","319","0","1185.9625748703231"
"Rakdos Carnarium","BR","4862","441","0.091","11.02","344","0","1187.4363925139148"
"Kor Sanctifiers","W","4797","435","0.091","11.03","337","0","1183.8416885377283"
"Vivid Crag","R","4630","418","0.090","11.08","335","0","1266.9608655763407"
"Charge Across the Araba","W","4508","403","0.089","11.19","323","0","1065.3517775023158"
"Golgari Guildgate","BG","4711","420","0.089","11.22","319","0","1148.269143636284"
"Air Servant","U","4679","416","0.089","11.25","363","0","1158.681328755252"
"Dreg Mangler","BG","4674","415","0.089","11.26","316","0","1128.4177892168084"
"Murder of Crows","U","4653","411","0.088","11.32","335","0","1193.0688433331545"
"Jace's Ingenuity","U","4919","433","0.088","11.36","361","0","1309.7352094413857"
"Firemaw Kavu","R","4819","424","0.088","11.37","366","0","1262.211598648823"
"Slaughterhorn","G","4723","414","0.088","11.41","338","0","1156.7751425463402"
"Ogre Arsonist","R","4799","419","0.087","11.45","358","0","1162.764487604644"
"Keldon Champion","R","4799","418","0.087","11.48","340","0","1180.122048810804"
"Graypelt Refuge","GW","4769","415","0.087","11.49","343","0","1172.299607193234"
"Bloodfray Giant","R","4749","413","0.087","11.50","324","0","1159.3818908865435"
"Spike Jester","BR","4889","425","0.087","11.50","331","0","1072.5963383340502"
"Swell of Courage","W","4838","420","0.087","11.52","351","0","1094.126629923893"
"Rupture Spire","","4792","416","0.087","11.52","373","0","1295.2683585627965"
"Wall of Tanglecord","G","4966","428","0.086","11.60","375","0","1128.63056034379"
"Galvanic Juggernaut","","4966","424","0.085","11.71","390","0","1149.7963242201515"
"Mark of Mutiny","R","5031","429","0.085","11.73","361","0","1162.1625137240665"
"Torch Fiend","R","5064","430","0.085","11.78","360","0","1146.2592485277662"
"Genju of the Spires","R","4817","409","0.085","11.78","345","0","1129.0285617918319"
"Etched Oracle","","5033","420","0.083","11.98","376","0","1212.4800668946657"
"Rain of Tears","B","5098","423","0.083","12.05","390","0","1180.000463480036"
"Azorius Herald","UW","4970","412","0.083","12.06","369","0","1123.4823180075268"
"Symbiotic Beast","G","5078","415","0.082","12.24","377","0","1131.9468951380973"
"Akoum Refuge","BR","5213","425","0.082","12.27","378","0","1245.1249343467387"
"Skymark Roc","UW","5203","423","0.081","12.30","387","0","1126.3119124146458"
"Putrid Leech","BG","5351","434","0.081","12.33","385","0","1117.6836418991124"
"Ghitu Encampment","R","5129","412","0.080","12.45","371","0","1171.9683014196946"
"Brutalizer Exarch","G","5266","422","0.080","12.48","387","0","1125.2050988300853"
"Rakdos Keyrune","BR","5199","415","0.080","12.53","390","0","1119.4006676675588"
"Necrogenesis","BG","5150","411","0.080","12.53","365","0","1097.5338144683076"
"Calcite Snapper","U","5138","409","0.080","12.56","394","0","1149.3911900103562"
"Kazandu Refuge","GR","5180","411","0.079","12.60","370","0","1133.997324403702"
"Korozda Guildmage","BG","5260","414","0.079","12.71","371","0","1086.4427285409583"
"Jungle Lion","G","5299","415","0.078","12.77","383","0","1182.4914673697742"
"Moroii","BU","5495","422","0.077","13.02","398","0","1140.9483515170787"
"Sejiri Refuge","UW","5609","430","0.077","13.04","411","0","1250.1949299080227"
"Vitu-Ghazi, the City-Tree","GW","5556","417","0.075","13.32","394","0","1071.087906872781"
"Urza's Factory","","5531","415","0.075","13.33","411","0","1203.4138988988645"
"Sprouting Thrinax","BGR","5671","420","0.074","13.50","398","0","1137.9879178438744"
"Fettergeist","U","5803","420","0.072","13.82","416","0","1053.6895711056031"
